Word,PMI_Score
arkadyevna,3.3792063985289404
pavlovna,3.3608572598607442
ebook,2.4053458148333076
aunt,2.07992341439868
karenina,1.9975524169655519
kissing,1.9437912400740998
answering,1.9257727345714215
portrait,1.9257727345714215
annushka,1.894520191067317
notice,1.8567798630844699
